Number,dateReported,timeReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,geolocation,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20000431,1/5/20, 9:15:57 PM,"Jan 5, 2020, 9:15:57 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1507 9TH ST,MO,,95354,"37.64474107,-121.0075027",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000378,1/5/20, 6:40:02 AM,"Jan 5, 2020, 6:40:02 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,UNKNOWN LOCATION DOWNTOWN,,,,,0,0,0,,FELONY
MP20000482,1/6/20, 12:50:00 PM,"Jan 6, 2020, 12:50:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1805 BOISE AVE,MODESTO,CALIFORNIA,95358,"37.60437042,-121.0073488",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000476,1/6/20, 12:27:03 PM,"Dec 28, 2019, 2:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,105 EULA DR,MODESTO,CALIFORNIA,95354,"37.64021987,-120.9357292",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000462,1/6/20, 12:02:10 PM,"Jan 6, 2020, 12:02:10 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3242 CARVER RD,MO,CALIFORNIA,95350,"37.68627138,-121.0218189",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000481,1/6/20, 1:31:00 PM,"Dec 31, 2019, 7:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1001 STODDARD AVE,MODESTO,CALIFORNIA,95350,"37.64946106,-121.0056496",0,0,0,,FELONY
MP20000469,1/6/20, 10:38:00 AM,"Jan 3, 2020, 12:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95350,"37.68918556,-120.9973378",0,0,0,RESIDENCE - UNKNOWN,
MP20000455,1/6/20, 7:22:00 AM,"Jan 6, 2020, 7:10:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1830 UCCELLO AVE,MODESTO,CALIFORNIA,95354,"37.6417529,-120.9658043",0,0,0,,FELONY
MP20000444,1/6/20, 2:18:08 AM,"Jan 6, 2020, 2:18:08 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2700 MILL OAK DR,MODESTO,CALIFORNIA,95355,"37.67715302,-120.9459058",0,0,0,,FELONY
MP20000502,1/6/20, 5:58:57 PM,"Jan 6, 2020, 5:58:57 PM",211 PC,211 PC ROBBERY 03 Robbery 853,2001 MC HENRY AVE,MO,,,"37.67194986,-120.9957378",0,0,0,,FELONY
MP20000485,1/6/20, 2:28:00 PM,"Jan 3, 2020, 10:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1001 RENO AVE,MODESTO,CALIFORNIA,95351,"37.64814959,-121.0280252",0,0,0,,FELONY
MP20000458,1/6/20, 9:18:25 AM,"Jan 6, 2020, 9:18:25 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1900 W ORANGEBURG AVE,MO,,95350,"37.66388415,-121.0261026",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000511,1/6/20, 10:24:08 PM,"Jan 6, 2020, 10:24:08 PM",664 /460 (B) PC,664 /460 (B) PC ATTEMPTED BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2912,701 LINCOLN AVE,MODESTO,CALIFORNIA,95354,"37.65278729,-120.9398899",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000509,1/6/20, 4:56:28 PM,"Jan 6, 2020, 4:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1701 SCENIC DR,MODESTO,CALIFORNIA,95355,"37.65157985,-120.9678515",0,0,0,,FELONY
MP20000452,1/6/20, 8:09:25 AM,"Jan 5, 2020, 8:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2332 DORA ST,MO,,95354,"37.6406858,-120.9531072",0,0,0,,FELONY
MP20000499,1/6/20, 3:58:03 PM,"Jan 4, 2020, 2:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1119 PRINCETON AVE,MO,,95350,"37.65624735,-121.0083381",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000508,1/6/20, 9:45:00 PM,"Jan 6, 2020, 3:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3005 DEGAS LN,MO,,95355,"37.67011616,-120.9384432",0,0,0,,FELONY
MP20800052,1/6/20, 1:51:00 PM,"Jan 2, 2020, 8:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3700 DIX LN,MODESTO,CALIFORNIA,95356,"37.69160952,-120.985405",0,0,0,,FELONY
MP20000368,1/7/20, 4:52:26 PM,"Jan 7, 2020, 4:52:26 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2300 PHAR LAP AVE,MO,CALIFORNIA,95355,"37.67555297,-120.9272158",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000597,1/7/20, 6:02:57 PM,"Jan 7, 2020, 5:40:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,"37.68979757,-120.9967614",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000564,1/7/20, 2:39:00 PM,"Jan 7, 2020, 1:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,401 MAZE BLVD,MODESTO,CALIFORNIA,95351,"37.63839771,-121.0120789",0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000562,1/7/20, 1:58:00 PM,"Jan 4, 2020, 7:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,432 6TH ST,MODESTO,CALIFORNIA,95354,"37.63270173,-120.9979359",0,0,0,,
MP20000526,1/7/20, 6:30:54 AM,"Jan 7, 2020, 6:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2860 SHERWOOD AVE,MO,CALIFORNIA,95350,"37.68153514,-120.997823",0,0,0,,FELONY
MP20000567,1/7/20, 2:34:00 PM,"Jan 6, 2020, 9:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,505 META CT,MODESTO,CALIFORNIA,95354,"37.64612359,-120.9563802",0,0,0,,
MP20000530,1/7/20, 8:56:00 AM,"Jan 6, 2020, 6:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1309 SYLVAN MEADOWS DR,MODESTO,CALIFORNIA,95355,"37.69141195,-120.9749023",0,0,0,,MISDEMEANOR
MP20000548,1/7/20, 8:33:20 AM,"Jan 7, 2020, 6:30:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1953 SPRING LN,MODESTO,CALIFORNIA,95356,"37.7020372,-121.029619",0,0,0,,MISDEMEANOR
MP20000629,1/8/20, 11:20:00 AM,"Dec 20, 2019, 12:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,4221 TULLY RD,MODESTO,CALIFORNIA,95356,"37.69981745,-121.0138071",0,0,0,,
MP20000624,1/8/20, 8:45:10 AM,"Jan 8, 2020, 8:45:10 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3001 HAHN DR,MODESTO,CALIFORNIA,,"37.68282938,-121.045829",1,0,0,,
MP20000685,1/8/20, 10:28:56 PM,"Jan 8, 2020, 10:28:56 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3305 COTTONWOOD CANYON DR,MO,,95355,"37.68592502,-120.9565052",0,0,0,,FELONY
MP20000688,1/8/20, 10:50:00 PM,"Jan 8, 2020, 10:50:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1228 E E FAIRMONT AVE,MODESTO,CALIFORNIA,95350,"37.65716804,-120.9771175",1,0,0,,FELONY
MP20000688,1/8/20, 10:50:00 PM,"Jan 8, 2020, 10:50:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1228 E E FAIRMONT AVE,MODESTO,CALIFORNIA,95350,"37.65716804,-120.9771175",1,0,0,,FELONY
MP20000690,1/8/20, 11:55:31 PM,"Jan 8, 2020, 11:55:31 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,CHESTER DR & ESTHER DR,MODESTO,CALIFORNIA,95350,"37.67906627,-121.0307812",1,0,0,,FELONY
MP20000690,1/8/20, 11:55:31 PM,"Jan 8, 2020, 11:55:31 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,CHESTER DR & ESTHER DR,MODESTO,CALIFORNIA,95350,"37.67906627,-121.0307812",1,0,0,,FELONY
MP20000649,1/8/20, 2:29:46 PM,"Jan 8, 2020, 2:29:46 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1900 OAKDALE RD,MO,CALIFORNIA,,"37.67179678,-120.9561366",0,0,0,,FELONY
MP20000640,1/8/20, 10:38:50 AM,"Jan 7, 2020, 5:00:00 AM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,913 COLORADO AVE,MODESTO,CALIFORNIA,95351,"37.61708848,-121.0069818",0,1,0,,FELONY
MP20000609,1/8/20, 6:58:12 AM,"Jan 7, 2020, 2:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1617 BRENTWOOD CT,MODESTO,CALIFORNIA,95350,"37.67985096,-121.0203041",0,0,0,,MISDEMEANOR
MP20000655,1/8/20, 4:51:30 PM,"Dec 23, 2019, 9:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1229 BRIGHTON AVE,MODESTO,CALIFORNIA,95355,"37.66048877,-120.9735367",0,0,0,,FELONY
MP20000677,1/8/20, 9:00:00 PM,"Jan 8, 2020, 2:53:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,225 EL PASO AVE,MO,,95351,"37.61430697,-120.9909686",0,0,0,,FELONY
MP20000691,1/9/20, 1:05:33 AM,"Jan 9, 2020, 1:05:33 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,3001 HAHN DR,MODESTO,CALIFORNIA,95350,"37.68283441,-121.045842",0,0,0,,
MP20000697,1/9/20, 5:22:53 AM,"Jan 9, 2020, 5:22:53 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2012 GORDON AVE,MO,,95350,"37.67337532,-120.981008",1,0,0,,FELONY
MP20000751,1/9/20, 2:22:50 PM,"Sep 15, 2019, 2:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1801 COFFEE RD,MODESTO,CALIFORNIA,95355,"37.67033312,-120.9757903",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000719,1/9/20, 10:55:00 AM,"Oct 1, 2019, 12:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2840 MERLE AVE,MODESTO,CALIFORNIA,95355,"37.67058625,-120.9422199",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000769,1/9/20, 1:36:50 PM,"Jan 9, 2020, 1:36:50 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2409 PARK PL,MO,,95350,"37.67835361,-121.0385752",1,0,0,,FELONY
MP20000772,1/9/20, 1:53:13 PM,"Jan 9, 2020, 12:10:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,212 ANASTASIA DR,MODESTO,CALIFORNIA,95357,"37.64072561,-120.9233333",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000795,1/9/20, 9:22:43 PM,"Jan 9, 2020, 9:22:43 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,101 E GLENN AVE,MO,CALIFORNIA,95358,"37.60281552,-120.9928846",1,0,0,,
MP20000780,1/9/20, 3:49:07 PM,"Jan 3, 2020, 3:00:00 AM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,3460 OAKDALE RD,MO,,,"37.68857025,-120.9576006",1,0,0,,FELONY
MP20000689,1/9/20, 12:16:00 AM,"Jan 8, 2020, 11:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1714 MONTEREY AVE,MO,,95354,"37.62702549,-120.9678945",0,0,0,,FELONY
MP20000699,1/9/20, 7:29:00 AM,"Jan 8, 2020, 5:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2423 MILLER AVE,MO,,95354,"37.64022746,-120.9511352",0,0,0,,FELONY
MP20000732,1/9/20, 10:26:00 AM,"Dec 9, 2019, 12:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1024 WESTMONT TERRACE,MODESTO,CALIFORNIA,95356,"37.68995897,-120.9784606",0,0,0,,FELONY
MP20000764,1/9/20, 4:18:00 PM,"Jan 8, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,116 PUEBLO AVE,MO,,95351,"37.61498767,-120.992717",0,0,0,,FELONY
MP20000702,1/9/20, 7:51:58 AM,"Jan 9, 2020, 7:51:58 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2300 OAKDALE RD,MO,,,"37.6754551,-120.9567304",0,0,0,,FELONY
MP20000782,1/9/20, 5:50:12 PM,"Jan 9, 2020, 5:45:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2254 FLOYD AVE,MO,,,"37.67745378,-120.9560385",0,0,0,,FELONY
MP20000714,1/9/20, 9:43:00 AM,"Jan 8, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,802 COLUMBIA WAY,MODESTO,CALIFORNIA,95350,"37.65490757,-121.0033739",0,0,0,,FELONY
MP20800079,1/9/20, 3:30:00 PM,"Jan 7, 2020, 3:15:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,508 COVENA AVE,MODESTO,CALIFORNIA,95354,"37.64575229,-120.9718501",0,0,0,,FELONY
MP20800080,1/9/20, 10:35:00 AM,"Jan 5, 2020, 6:50:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3408 MERRIFIELD AVE,MODESTO,CALIFORNIA,95356,"37.69825644,-121.060168",0,0,0,,MISDEMEANOR
MP20000729,1/9/20, 7:18:43 AM,"Jan 8, 2020, 3:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,112 LANE ST,MODESTO,CALIFORNIA,95354,"37.64135667,-120.9883033",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000767,1/9/20, 2:24:52 PM,"Jan 9, 2020, 2:24:52 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3900 SISK RD,MODESTO,CALIFORNIA,95356,"37.6935995,-121.0637001",0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000755,1/9/20, 12:50:44 PM,"Jan 8, 2020, 8:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3001 HAHN DR,MODESTO,CALIFORNIA,95350,"37.68283441,-121.045842",0,0,0,,MISDEMEANOR
MP20000840,1/10/20, 8:46:20 AM,"Jan 9, 2020, 8:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2000 COBBLESTONE MANOR DR,MO,,95355,"37.67213972,-120.9418833",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000840,1/10/20, 8:46:20 AM,"Jan 9, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2000 COBBLESTONE MANOR DR,MO,,95355,"37.67213972,-120.9418833",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000839,1/10/20, 8:23:11 AM,"Jan 9, 2020, 5:40:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,"37.68979757,-120.9967614",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000809,1/10/20, 2:00:01 AM,"Jan 10, 2020, 2:00:01 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3900 PELANDALE AVE,MODESTO,CALIFORNIA,95356,"37.69951718,-121.0674409",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000837,1/10/20, 10:28:00 AM,"Jan 9, 2020, 11:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1229 BRIGHTON AVE,MO,,,"37.66115693,-120.9738813",0,0,0,,FELONY
MP20000880,1/10/20, 6:38:00 PM,"Jan 9, 2020, 11:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1513 F ST,MO,,95354,"37.64082532,-120.9905388",0,0,0,,FELONY
MP20000893,1/10/20, 9:30:00 PM,"Jan 10, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,417 GRENACHE AVE,MO,,95358,"37.60905759,-120.9983533",0,0,0,,FELONY
MP20000870,1/10/20, 3:40:46 PM,"Jan 9, 2020, 4:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2317 MOUNTAIN QUAIL WAY,MODESTO,CALIFORNIA,95355,"37.6760385,-120.9422703",0,0,0,,MISDEMEANOR
MP20800109,1/10/20, 12:52:00 PM,"Jan 2, 2020, 10:35:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3817 ARARAT AVE,MODESTO,CALIFORNIA,95356,"37.69422557,-121.0598048",0,0,0,,FELONY
MP20000830,1/10/20, 7:32:33 AM,"Jan 9, 2020, 6:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,817 WRIGHT ST,MODESTO,CALIFORNIA,95350,"37.64869685,-121.0036059",0,0,0,,MISDEMEANOR
MP20000886,1/10/20, 8:24:08 PM,"Jan 10, 2020, 8:24:08 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3009 SOUTHWELL LN,MODESTO,CALIFORNIA,95355,"37.68224263,-120.9432576",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000904,1/10/20, 10:47:53 PM,"Jan 10, 2020, 10:47:53 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1906 RALSTON CT,MODESTO,CALIFORNIA,95350,"37.67132316,-121.0013329",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000929,1/11/20, 8:35:35 AM,"Dec 31, 2019, 8:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2012 W BRIGGSMORE AVE,MODESTO,CALIFORNIA,95350,"37.67052048,-121.0286111",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20000947,1/11/20, 11:33:06 AM,"Jan 11, 2020, 11:33:06 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: MISD 04 Aggravated Assault 1235,2300 OAKDALE RD,MODESTO,CALIFORNIA,95355,"37.67546014,-120.9567434",1,0,0,,
MP20000947,1/11/20, 11:33:06 AM,"Jan 11, 2020, 11:33:06 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2300 OAKDALE RD,MODESTO,CALIFORNIA,95355,"37.67546014,-120.9567434",1,0,0,,FELONY
MP20000964,1/11/20, 4:06:49 PM,"Jan 11, 2020, 4:06:49 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,2117 NORTHRIDGE DR,MODESTO,CALIFORNIA,95350,"37.6865656,-121.0324874",1,0,0,,FELONY
MP20000958,1/11/20, 3:13:58 PM,"Jan 7, 2020, 10:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1309 BOWEN AVE,MODESTO,CALIFORNIA,95350,"37.67513039,-121.0135161",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000949,1/11/20, 12:15:07 PM,"Jan 11, 2020, 12:15:07 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,409 COTTONWOOD DR,MO,CALIFORNIA,95356,"37.69627616,-120.9987853",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000949,1/11/20, 12:15:07 PM,"Jan 11, 2020, 12:15:07 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,409 COTTONWOOD DR,MO,CALIFORNIA,95356,"37.69627616,-120.9987853",0,0,0,,FELONY
MP20000965,1/11/20, 3:20:17 PM,"Jan 11, 2020, 3:20:17 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,828 SUTTER AVE,MO,,95351,"37.61758767,-121.0120469",1,0,0,,FELONY
MP20000986,1/11/20, 8:35:00 PM,"Jan 11, 2020, 6:33:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3401 DALE RD,MO,,,"37.68880199,-121.0560597",1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000995,1/11/20, 9:27:13 PM,"Jan 11, 2020, 9:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1720 TONILANE,MODESTO,CALIFORNIA,95351,"37.62239068,-121.0175018",1,0,0,,FELONY
MP20000981,1/11/20, 7:30:00 PM,"Jan 11, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1007 BOULDER AVE,MO,,95351,"37.61489082,-120.9868218",0,0,0,,FELONY
MP20001054,1/12/20, 3:36:00 PM,"Jan 11, 2020, 11:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2704 HADDON AVE,MODESTO,CALIFORNIA,95354,"37.64164214,-120.9446299",0,0,0,,FELONY
MP20001034,1/12/20, 9:33:21 AM,"Jan 12, 2020, 9:33:21 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,926 6TH ST,MODESTO,CALIFORNIA,95354,"37.63755629,-121.0036481",1,0,0,,FELONY
MP20001034,1/12/20, 9:33:21 AM,"Jan 12, 2020, 9:33:21 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,926 6TH ST,MODESTO,CALIFORNIA,95354,"37.63755629,-121.0036481",1,0,0,,FELONY
MP20001081,1/12/20, 11:34:51 PM,"Jan 10, 2020, 2:00:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,1625 SCENIC DR,MODESTO,CALIFORNIA,95355,"37.65152252,-120.9684011",1,0,0,,FELONY
MP20001080,1/12/20, 11:01:22 PM,"Jan 12, 2020, 11:01:22 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3303 ALTA WAY,MO,,95350,"37.68590072,-121.0002182",0,0,0,,FELONY
MP20001041,1/12/20, 11:42:00 AM,"Jan 11, 2020, 11:06:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,600 COFFEE RD,MO,,,"37.65322603,-120.9749742",0,0,0,,FELONY
MP20001062,1/12/20, 4:00:00 PM,"Jan 12, 2020, 7:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2529 BELLAMY ST,MO,,95354,"37.64263338,-120.9486655",0,0,0,,FELONY
MP20001049,1/12/20, 1:06:31 PM,"Jan 12, 2020, 1:00:00 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: FELONY 04 Aggravated Assault 1233,808 HOUSER LN,MODESTO,CALIFORNIA,95351,"37.62744391,-121.0179194",0,0,0,,FELONY
MP20001022,1/12/20, 6:29:00 AM,"Jan 11, 2020, 7:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,337 ROSINA AVE,MODESTO,CALIFORNIA,95354,"37.64292817,-120.9689621",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20001024,1/12/20, 8:32:00 AM,"Jan 12, 2020, 2:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,441 SAN JUAN DR,MODESTO,CALIFORNIA,95354,"37.64426966,-120.9635995",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20001063,1/12/20, 7:12:03 PM,"Jan 12, 2020, 7:12:03 PM",664 /211 PC,664 /211 PC ATTEMPTED ROBBERY 03 Robbery 2900,3121 YOSEMITE BLVD,MO,CALIFORNIA,95354,"37.63863252,-120.9366653",0,0,0,,FELONY
